Connected Company,Start Company Sector,Connected Company Sector,Start CompanyID*,Start Company Type,Start Company Role End Date,Connected Company Index,DirectorID*,Connected Company Duration,ED/NED/Non-Brd,Connected Company Role End Date,Connected Company Current/Historic,Start Company Current/Historic,Connected CompanyID*,Start Company,Connected Company Type,Start Company Duration,Start Company Role,Start Company Role Start Date,Connected Company Country,Connected Company Role Name,Start Company Country,Start ED/NED/Non-Brd,Start Company Index,Director Name,Connected Company Role Start Date,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
Academic Association of Organizational Science,Pharmaceuticals and Biotechnology,,153101873,Quoted,2010-06-18 00:00:00,,6668896497,4,Non-Brd,2000,Historic (2000),Historic (2010),178239610815,EISAI CO LTD,Clubs,5,Director -SD,2005-06-01 00:00:00,China,Managing Editor,Japan,NED,Nikkei 225,Professor Doctor Ikujiro Nonaka,1996,ROW - Company Network - 4,ROW,Director,Company Network,4,
Abacus International Pte Ltd,Real Estate,,52667112332,Quoted,2017-07-01 00:00:00,,6671546534,,NED,,Historic,Current,13894827198,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),Private,7,MD,2010-07-15 00:00:00,Singapore,Chairman,Hong Kong SAR,ED,HANG SENG,Doctor Nan (Philip) Lok Chen,,ROW - Company Network - 5,ROW,Director,Company Network,5,
Abacus International Pte Ltd,Real Estate,,52667112332,Quoted,2018-07-16 00:00:00,,6671546534,,NED,,Historic,Current,13894827198,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),Private,1,CEO,2017-07-01 00:00:00,Singapore,Chairman,Hong Kong SAR,ED,HANG SENG,Doctor Nan (Philip) Lok Chen,,ROW - Company Network - 5,ROW,Director,Company Network,5,
Abacus International Pte Ltd,Real Estate,,52667112332,Quoted,Current,,6671546534,,NED,,Historic,Current,13894827198,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),Private,3,NED,2018-07-16 00:00:00,Singapore,Chairman,Hong Kong SAR,NED,HANG SENG,Doctor Nan (Philip) Lok Chen,,ROW - Company Network - 5,ROW,Director,Company Network,5,
ACT Law Society,Real Estate,,52667112332,Quoted,Current,,202040112583,3,Other,Current,Current,Current,195492012120,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),Clubs,4,General Counsel/Company Secretary,2017-07-03 00:00:00,Australia,Member,Hong Kong SAR,Non-Brd,HANG SENG,Ka (Margaret) Man Yan,2017-11-01 00:00:00,ROW - Company Network - 5,ROW,Director,Company Network,5,
Actis LLP (Actis Capital LLP prior to 05/2008),Real Estate,Private Equity,52667112332,Quoted,,,22722785509,3,Non-Brd,Current,Current,Historic,13382636608,HANG LUNG PROPERTIES LTD (Amoy Properties Ltd prior to 01/2002),Partnership,,Developer,,United Kingdom - England,Principal,Hong Kong SAR,Non-Brd,HANG SENG,Terry Chu,2018,ROW - Company Network - 5,ROW,Director,Company Network,5,
Advanced Institute of Industrial Technology (AIIT),Engineering & Machinery,,2439411267,Quoted,2014-03-31 00:00:00,,14525327875,3,Other,2016,Historic (2016),Historic (2014),202275512597,KAWASAKI HEAVY INDUSTRIES LTD,Universities,5,Chief Environmental Officer,2009-04-01 00:00:00,Japan,Advisory Council Member,Japan,Non-Brd,Nikkei 225,Yoshizumi Hashimoto,2013,ROW - Company Network - 6,ROW,Director,Company Network,6,
Aeroflex Holding Corp (AX Holding Corp prior to 04/2010) (Listed 11/2010),Engineering & Machinery,,2439411267,Quoted,,,11100352932,3,NED,2010-11-19 00:00:00,Historic (2010),Historic,173808610464,KAWASAKI HEAVY INDUSTRIES LTD,Private,,Employee,,United States,Director -SD,Japan,Non-Brd,Nikkei 225,John D Knoll,2007-08-01 00:00:00,ROW - Company Network - 6,ROW,Director,Company Network,6,
AEROFLEX HOLDING CORP (De-listed 09/2014),Engineering & Machinery,Electronic & Electrical Equipment,2439411267,Quoted,,,11100352932,4,NED,2014-09-15 00:00:00,Historic (2014),Historic,173808710464,KAWASAKI HEAVY INDUSTRIES LTD,Quoted,,Employee,,United States,Director -SD,Japan,Non-Brd,Nikkei 225,John D Knoll,2010-11-19 00:00:00,ROW - Company Network - 6,ROW,Director,Company Network,6,
Aerospace Co,Engineering & Machinery,,2439411267,Quoted,2019-04-01 00:00:00,,202850812640,2,Non-Brd,Current,Current,Current,4948019914,KAWASAKI HEAVY INDUSTRIES LTD,Private,2,Executive Officer,2017-04-01 00:00:00,United States,President,Japan,Non-Brd,Nikkei 225,Hiroyoshi Shimokawa,2019,ROW - Company Network - 6,ROW,Director,Company Network,6,
Aerospace Co,Engineering & Machinery,,2439411267,Quoted,2014-07-01 00:00:00,,202850812640,2,Non-Brd,Current,Current,Current,4948019914,KAWASAKI HEAVY INDUSTRIES LTD,Private,31,Various Positions,1983-04-01 00:00:00,United States,President,Japan,Non-Brd,Nikkei 225,Hiroyoshi Shimokawa,2019,ROW - Company Network - 6,ROW,Director,Company Network,6,
A&D Spitz Pty Ltd,General Retailers,,6795397896,Quoted,Current,,22706475480,,Non-Brd,,Historic,Current,15386058720,MR PRICE GROUP LTD (Speciality Stores Ltd prior to 10/2000),Private,1,Division Head - Information Technology,2019-11-01 00:00:00,South Africa,Various Positions,South Africa,Non-Brd,,Kim Sim,,ROW - Company Network - 7,ROW,Director,Company Network,7,
ABI SAB Group Holding Ltd (SABMiller LTD prior to 06/2017),General Retailers,,6795397896,Quoted,2019-05-30 00:00:00,,5826518516,5,Non-Brd,Current,Current,Current,26185459292,MR PRICE GROUP LTD (Speciality Stores Ltd prior to 10/2000),Private,2,Independent NED,2017-02-28 00:00:00,United Kingdom - England,Division MD,South Africa,NED,,Mark John Bowman,2016-10-06 00:00:00,ROW - Company Network - 7,ROW,Director,Company Network,7,
ABI SAB Group Holding Ltd (SABMiller LTD prior to 06/2017),General Retailers,,6795397896,Quoted,Current,,5826518516,5,Non-Brd,Current,Current,Current,26185459292,MR PRICE GROUP LTD (Speciality Stores Ltd prior to 10/2000),Private,2,Lead Independent Director,2019-05-30 00:00:00,United Kingdom - England,Division MD,South Africa,NED,,Mark John Bowman,2016-10-06 00:00:00,ROW - Company Network - 7,ROW,Director,Company Network,7,
Absa Bank Ltd,General Retailers,Banks,6795397896,Quoted,Current,,11656274106,3,Non-Brd,Current,Current,Current,6711056990,MR PRICE GROUP LTD (Speciality Stores Ltd prior to 10/2000),Private,9,Independent NED,2012-05-16 00:00:00,South Africa,Committee Member,South Africa,NED,,Dhanasagree (Daisy) Naidoo,2018,ROW - Company Network - 7,ROW,Director,Company Network,7,
ABSA Financial Services Ltd,General Retailers,,6795397896,Quoted,Current,,11656274106,1,NED,Current,Current,Current,185907311414,MR PRICE GROUP LTD (Speciality Stores Ltd prior to 10/2000),Private,9,Independent NED,2012-05-16 00:00:00,South Africa,NED,South Africa,NED,,Dhanasagree (Daisy) Naidoo,2020-07-01 00:00:00,ROW - Company Network - 7,ROW,Director,Company Network,7,
3 Laws Capital South Africa (Pty) Ltd,Food Producers & Processors,,91720510726,Quoted,2010-03-29 00:00:00,,13440136681,6,NED,Current,Current,Historic (2012),14477857822,PIONEER FOOD GROUP LTD (De-listed 03/2020),Private,2,Independent NED,2008-04-22 00:00:00,South Africa,Chairman,South Africa,NED,,Doctor Mohamed Iqbal Survé,2014-11-01 00:00:00,ROW - Company Network - 8,ROW,Director,Company Network,8,
3 Laws Capital South Africa (Pty) Ltd,Food Producers & Processors,,91720510726,Quoted,2012-02-17 00:00:00,,13440136681,6,NED,Current,Current,Historic (2012),14477857822,PIONEER FOOD GROUP LTD (De-listed 03/2020),Private,2,Vice Chairman (Independent NED),2010-03-29 00:00:00,South Africa,Chairman,South Africa,NED,,Doctor Mohamed Iqbal Survé,2014-11-01 00:00:00,ROW - Company Network - 8,ROW,Director,Company Network,8,
Absa Bank Ltd,Food Producers & Processors,Banks,91720510726,Quoted,2010,,536110931,10,NED,2009-04-21 00:00:00,Historic (2009),Historic (2010),6711056990,PIONEER FOOD GROUP LTD (De-listed 03/2020),Private,2,NED,2008-04-22 00:00:00,South Africa,NED,South Africa,NED,,H. Excellency Franklin Abraham Sonn,1999,ROW - Company Network - 8,ROW,Director,Company Network,8,
Absa Bank Ltd,Food Producers & Processors,Banks,91720510726,Quoted,2020-03-24 00:00:00,,92396211243,,Non-Brd,,Historic,Historic (2020),6711056990,PIONEER FOOD GROUP LTD (De-listed 03/2020),Private,10,Chairman (Independent NED),2010-03-29 00:00:00,South Africa,Director -Non-Brd,South Africa,NED,,Zitulele (KK) Luke Combi,,ROW - Company Network - 8,ROW,Director,Company Network,8,
ABSA GROUP LTD (Barclays Africa Group Ltd prior to 07/2018),Food Producers & Processors,Banks,91720510726,Quoted,2010,,536110931,10,NED,2009-04-21 00:00:00,Historic (2009),Historic (2010),16882201,PIONEER FOOD GROUP LTD (De-listed 03/2020),Quoted,2,NED,2008-04-22 00:00:00,South Africa,Independent Director,South Africa,NED,,H. Excellency Franklin Abraham Sonn,1999,ROW - Company Network - 8,ROW,Director,Company Network,8,
ABIC Group,Speciality & Other Finance,,3614811321,Quoted,2011-03-23 00:00:00,,83497712252,20,NED,Current,Current,Historic (2011),171453810273,SHINHAN FINANCIAL GROUP CO LTD,Private,5,Origination Director,2006-03-21 00:00:00,Jordan,Chairman,South Korea,NED,KOSPI 50,Haeng Nam Chung,2001,ROW - Company Network - 9,ROW,Director,Company Network,9,
Acushnet Co,Speciality & Other Finance,,3614811321,Quoted,2008-03-01 00:00:00,,174529710522,5,NED,2016,Historic (2016),Historic (2008),70555710247,SHINHAN FINANCIAL GROUP CO LTD,Private,4,Director -SD,2004-03-01 00:00:00,United States,Chairman,South Korea,NED,KOSPI 50,Yoon (Gene) Yoon-Soo,2011,ROW - Company Network - 9,ROW,Director,Company Network,9,
ACUSHNET HOLDINGS CORP,Speciality & Other Finance,Leisure Goods,3614811321,Quoted,2008-03-01 00:00:00,,174529710522,4,NED,Current,Current,Historic (2008),26304679401,SHINHAN FINANCIAL GROUP CO LTD,Quoted,4,Director -SD,2004-03-01 00:00:00,United States,Chairman,South Korea,NED,KOSPI 50,Yoon (Gene) Yoon-Soo,2016-10-28 00:00:00,ROW - Company Network - 9,ROW,Director,Company Network,9,
Acushnet Holdings Corp (Alexandria Holdings Corp prior to 03/2016) (Listed 10/2016),Speciality & Other Finance,,3614811321,Quoted,2008-03-01 00:00:00,,174529710522,< 1 Year,NED,2016-10-28 00:00:00,Historic (2016),Historic (2008),26304669401,SHINHAN FINANCIAL GROUP CO LTD,Private,4,Director -SD,2004-03-01 00:00:00,United States,Chairman,South Korea,NED,KOSPI 50,Yoon (Gene) Yoon-Soo,2016-05-11 00:00:00,ROW - Company Network - 9,ROW,Director,Company Network,9,
Acushnet Holdings Corp (Alexandria Holdings Corp prior to 03/2016) (Listed 10/2016),Speciality & Other Finance,,3614811321,Quoted,2008-03-01 00:00:00,,174529710522,5,ED,2016-05-11 00:00:00,Historic (2016),Historic (2008),26304669401,SHINHAN FINANCIAL GROUP CO LTD,Private,4,Director -SD,2004-03-01 00:00:00,United States,Chairman/President,South Korea,NED,KOSPI 50,Yoon (Gene) Yoon-Soo,2011,ROW - Company Network - 9,ROW,Director,Company Network,9,
1SPATIAL PLC (Avisen PLC prior to 04/2012),Private Equity,Software & Computer Services,11523753,Quoted,1971,FTSE AIM,30148411102,< 1 Year,NED,2010-07-21 00:00:00,Historic (2010),Historic (1971),70708110373,3I GROUP PLC,Quoted,1,Various Positions,1970,United Kingdom - England,Independent NED,United Kingdom - England,Non-Brd,FTSE 100,John Michael Frank,2010-05-20 00:00:00,UK - Company Network - 1,UK,Director,Company Network,1,
21 Partners SpA (Formerly known as 21 Investimenti Partners SpA),Private Equity,,11523753,Quoted,2004,,207036912928,1,Non-Brd,2008,Historic (2008),Historic (2004),62121411704,3I GROUP PLC,Partnership,1,Various Positions,2003,Italy,Principal,United Kingdom - England,Non-Brd,FTSE 100,Giovanni Bonandini,2007,UK - Company Network - 1,UK,Director,Company Network,1,
21 Partners SpA (Formerly known as 21 Investimenti Partners SpA),Private Equity,,11523753,Quoted,2004,,207036912928,3,Non-Brd,2007,Historic (2008),Historic (2004),62121411704,3I GROUP PLC,Partnership,1,Various Positions,2003,Italy,Various Positions,United Kingdom - England,Non-Brd,FTSE 100,Giovanni Bonandini,2004,UK - Company Network - 1,UK,Director,Company Network,1,
24/7 Fitness,Private Equity,,11523753,Quoted,1994,,81651310888,7,NED,Current,Current,Historic (1994),305491112711,3I GROUP PLC,Private,4,Various Positions,1990,United Kingdom - England,Chairman,United Kingdom - England,Non-Brd,FTSE 100,Simon Nicholas Inchley,2014-04-01 00:00:00,UK - Company Network - 1,UK,Director,Company Network,1,
2-B Energy Holding BV,Private Equity,,11523753,Quoted,2006-01-01 00:00:00,,63341412569,7,NED,Current,Current,Historic (2011),26743629784,3I GROUP PLC,Private,2,Division MD,2004,Netherlands,Chairman,United Kingdom - England,Non-Brd,FTSE 100,Ian Michael Nolan,2014-07-01 00:00:00,UK - Company Network - 1,UK,Director,Company Network,1,
@Track Communications Inc,Banks,,65569554,Quoted,1994-05-01 00:00:00,,3574011039,< 1 Year,ED,2002-07-01 00:00:00,Historic (2002),Historic (1994),8159511846,BARCLAYS PLC,Private,1,NED,1993-05-01 00:00:00,United States,Director -ED,United Kingdom - England,NED,FTSE 100,Sir James Douglas Spooner,2002-05-01 00:00:00,UK - Company Network - 2,UK,Director,Company Network,2,
100 Group Ltd (The),Banks,,65569554,Quoted,Current,,11719934236,3,NED,Current,Current,Current,23895996990,BARCLAYS PLC,Private,< 1 Year,Senior Independent NED,2021-01-01 00:00:00,United Kingdom - England,Chairman,United Kingdom - England,NED,FTSE 100,Doctor Brian Gilvary,2018-09-01 00:00:00,UK - Company Network - 2,UK,Director,Company Network,2,
100 Group Ltd (The),Banks,,65569554,Quoted,2021-01-01 00:00:00,,11719934236,3,NED,Current,Current,Current,23895996990,BARCLAYS PLC,Private,1,Independent NED,2020-02-01 00:00:00,United Kingdom - England,Chairman,United Kingdom - England,NED,FTSE 100,Doctor Brian Gilvary,2018-09-01 00:00:00,UK - Company Network - 2,UK,Director,Company Network,2,
100 Group Ltd (The),Banks,,65569554,Quoted,Current,,177409110751,5,Other,Current,Current,Current,23895996990,BARCLAYS PLC,Private,16,Senior Advisor,2004-10-01 00:00:00,United Kingdom - England,Member,United Kingdom - England,Non-Brd,FTSE 100,Ian Duncan Menzies-Conacher,2016-05-01 00:00:00,UK - Company Network - 2,UK,Director,Company Network,2,
10x Future Technologies Ltd (10x Banking) (Macs Holdco Ltd prior to 06/2016),Banks,Software & Computer Services,65569554,Quoted,2012-08-30 00:00:00,,5698607220,< 1 Year,Non-Brd,2016-06-01 00:00:00,Current,Historic (2015),26469679545,BARCLAYS PLC,Private,3,Division Chief Executive,2009-11-03 00:00:00,United Kingdom - England,Co-Founder,United Kingdom - England,Non-Brd,FTSE 100,Antony Peter Jenkins,2016-04-25 00:00:00,UK - Company Network - 2,UK,Director,Company Network,2,
2e2 Group Ltd,Mining,,10639571374,Quoted,2013-11-25 00:00:00,,190587164,18,Non-Brd,Current,Current,Historic (2013),9842037488,EURASIAN NATURAL RESOURCES CORP (ENRC) PLC (De-listed 11/2013),Private,2,Consultant,2012-03-01 00:00:00,United Kingdom - England,Strategic Advisor,United Kingdom - England,Non-Brd,,The Rt. Hon. Lord Anthony Tudor St John of Bletso,2003-10-01 00:00:00,UK - Company Network - 4,UK,Director,Company Network,4,
2e2 Holdings Ltd (Pedalwall Ltd prior to 09/2006) (Ceased Trading 10/2014),Mining,Software & Computer Services,10639571374,Quoted,2013-11-25 00:00:00,,190587164,1,Non-Brd,2014-10-30 00:00:00,Historic (2014),Historic (2013),20944451833,EURASIAN NATURAL RESOURCES CORP (ENRC) PLC (De-listed 11/2013),Private,2,Consultant,2012-03-01 00:00:00,United Kingdom - England,Strategic Advisor,United Kingdom - England,Non-Brd,,The Rt. Hon. Lord Anthony Tudor St John of Bletso,2013-10-01 00:00:00,UK - Company Network - 4,UK,Director,Company Network,4,
ABB Asea Brown Boveri AG,Mining,,10639571374,Quoted,2013-06-01 00:00:00,,23771946849,3,Non-Brd,2016-09-01 00:00:00,Historic (2016),Historic (2013),24146977277,EURASIAN NATURAL RESOURCES CORP (ENRC) PLC (De-listed 11/2013),Private,3,Various Positions,2010-02-01 00:00:00,Switzerland,Various Positions,United Kingdom - England,Non-Brd,,Julian T Palliam,2013-07-01 00:00:00,UK - Company Network - 4,UK,Director,Company Network,4,
ABB Group,Mining,,10639571374,Quoted,2008,,63655212781,4,Non-Brd,2002-06-01 00:00:00,Historic (2002),Historic (2008),558259108,EURASIAN NATURAL RESOURCES CORP (ENRC) PLC (De-listed 11/2013),Private,1,Head of HR,2007-12-12 00:00:00,Germany,HR Director,United Kingdom - England,Non-Brd,,Ian Donald,1998-05-01 00:00:00,UK - Company Network - 4,UK,Director,Company Network,4,
Abbeywell Associates Ltd,Mining,,10639571374,Quoted,2008,,63655212781,19,ED,Current,Current,Historic (2008),173148310406,EURASIAN NATURAL RESOURCES CORP (ENRC) PLC (De-listed 11/2013),Private,1,Head of HR,2007-12-12 00:00:00,United Kingdom - Unknown,MD,United Kingdom - England,Non-Brd,,Ian Donald,2002-08-15 00:00:00,UK - Company Network - 4,UK,Director,Company Network,4,
2 Sisters Food Group Ltd,General Retailers,,276592691,Quoted,Current,,3566306583,3,NED,2014-11-01 00:00:00,Current,Current,176243010661,HOWDEN JOINERY GROUP PLC (Galiform PLC prior to 09/2010),Private,5,Independent NED,2015-12-01 00:00:00,United Kingdom - England,NED,United Kingdom - England,NED,FTSE 250,Andrew Graham Cripps,2011-11-15 00:00:00,UK - Company Network - 5,UK,Director,Company Network,5,
2 Sisters Food Group Ltd,General Retailers,,276592691,Quoted,Current,,3566306583,6,NED,Current,Current,Current,176243010661,HOWDEN JOINERY GROUP PLC (Galiform PLC prior to 09/2010),Private,5,Independent NED,2015-12-01 00:00:00,United Kingdom - England,Senior Independent NED,United Kingdom - England,NED,FTSE 250,Andrew Graham Cripps,2014-11-01 00:00:00,UK - Company Network - 5,UK,Director,Company Network,5,
24 Seven LLC,General Retailers,,276592691,Quoted,2001-05-23 00:00:00,,1455110171,4,Non-Brd,2015-04-08 00:00:00,Historic (2015),Historic (2001),22374444982,HOWDEN JOINERY GROUP PLC (Galiform PLC prior to 09/2010),Private,2,Deputy Chairman (Senior Independent NED),1999-07-09 00:00:00,United States,Advisory Chairman,United Kingdom - England,NED,FTSE 250,Baroness (Denise Patricia) Kingsmill,2011-09-01 00:00:00,UK - Company Network - 5,UK,Director,Company Network,5,
24 Seven LLC,General Retailers,,276592691,Quoted,1999-07-09 00:00:00,,1455110171,4,Non-Brd,2015-04-08 00:00:00,Historic (2015),Historic (2001),22374444982,HOWDEN JOINERY GROUP PLC (Galiform PLC prior to 09/2010),Private,2,Independent NED,1997-05-01 00:00:00,United States,Advisory Chairman,United Kingdom - England,NED,FTSE 250,Baroness (Denise Patricia) Kingsmill,2011-09-01 00:00:00,UK - Company Network - 5,UK,Director,Company Network,5,
3I GROUP PLC,General Retailers,Private Equity,276592691,Quoted,1998-09-23 00:00:00,FTSE 100,3444810120,3,Non-Brd,1983,Historic (1983),Historic (1998),11523753,HOWDEN JOINERY GROUP PLC (Galiform PLC prior to 09/2010),Quoted,6,NED,1992-12-30 00:00:00,United Kingdom - England,Various Positions,United Kingdom - England,NED,FTSE 250,Doctor Paul Michael Whitney,1980,UK - Company Network - 5,UK,Director,Company Network,5,
ABRASILVER RESOURCE CORP (AbraPlata Resource Corp prior to 03/2021),Mining,Mining,2606612325,Quoted,1999,,7863098267,1,NED,2019-12-19 00:00:00,Historic (2019),Historic (1999),6793127865,LONMIN PLC (Formerly known as Lonrho PLC) (De-listed 06/2019),Quoted,3,Manager,1996,Canada,Director -SD,United Kingdom - England,Non-Brd,,Doctor Willem Anton Fuchter,2019-03-01 00:00:00,UK - Company Network - 6,UK,Director,Company Network,6,
ABRASILVER RESOURCE CORP (AbraPlata Resource Corp prior to 03/2021),Mining,Mining,2606612325,Quoted,1999,,7863098267,2,ED,2019-03-01 00:00:00,Historic (2019),Historic (1999),6793127865,LONMIN PLC (Formerly known as Lonrho PLC) (De-listed 06/2019),Quoted,3,Manager,1996,Canada,President/CEO,United Kingdom - England,Non-Brd,,Doctor Willem Anton Fuchter,2017-04-24 00:00:00,UK - Company Network - 6,UK,Director,Company Network,6,
Absa Bank Ltd,Mining,Banks,2606612325,Quoted,2019-06-07 00:00:00,,11199063180,2,Non-Brd,2014-06-18 00:00:00,Historic (2014),Historic (2019),6711056990,LONMIN PLC (Formerly known as Lonrho PLC) (De-listed 06/2019),Private,3,NED,2016-03-01 00:00:00,South Africa,Division Chief Executive,United Kingdom - England,NED,,Kennedy Gcinumuzi Bungane,2012-07-01 00:00:00,UK - Company Network - 6,UK,Director,Company Network,6,
ABSA GROUP LTD (Barclays Africa Group Ltd prior to 07/2018),Mining,Banks,2606612325,Quoted,2019-06-07 00:00:00,,11199063180,2,Non-Brd,2014-06-18 00:00:00,Historic (2014),Historic (2019),16882201,LONMIN PLC (Formerly known as Lonrho PLC) (De-listed 06/2019),Quoted,3,NED,2016-03-01 00:00:00,South Africa,Regional CEO,United Kingdom - England,NED,,Kennedy Gcinumuzi Bungane,2012-07-01 00:00:00,UK - Company Network - 6,UK,Director,Company Network,6,
Adisadel College,Mining,,2606612325,Quoted,2004-04-26 00:00:00,,116047095,3,Other,1971,Historic (1971),Historic (2004),767798052,LONMIN PLC (Formerly known as Lonrho PLC) (De-listed 06/2019),Universities,1,NED,2003,Ghana,Education,United Kingdom - England,NED,,Sir Samuel (Sam) Essuon Jonah,1968,UK - Company Network - 6,UK,Director,Company Network,6,
1215 (Twelve15) Media Corp,Mining,,91200510306,Quoted,2012,,845091657,5,Non-Brd,Current,Current,Historic (2012),305779012732,PAN AFRICAN RESOURCES PLC (White Knight Investments PLC prior to 09/2004),Private,5,Manager - Public Relations,2007,United States,Owner,South Africa,Non-Brd,FTSE AIM,Nicole Spruijt,2016-04-01 00:00:00,UK - Company Network - 7,UK,Director,Company Network,7,
18 Acacia Road (Pty) Ltd,Mining,,91200510306,Quoted,Current,,14036257355,,NED,,Historic,Current,31464192932,PAN AFRICAN RESOURCES PLC (White Knight Investments PLC prior to 09/2004),Private,2,Independent NED,2019-07-17 00:00:00,South Africa,Director -SD,South Africa,NED,FTSE AIM,Yvonne Themba,,UK - Company Network - 7,UK,Director,Company Network,7,
AAS Logistics Investments (Pty) Ltd,Mining,,91200510306,Quoted,Current,,14036257355,,NED,,Historic,Current,31464062932,PAN AFRICAN RESOURCES PLC (White Knight Investments PLC prior to 09/2004),Private,2,Independent NED,2019-07-17 00:00:00,South Africa,Director -SD,South Africa,NED,FTSE AIM,Yvonne Themba,,UK - Company Network - 7,UK,Director,Company Network,7,
Absa Capital Ltd (Formerly known as Absa Corporate & Merchant Bank),Mining,,91200510306,Quoted,2013-09-30 00:00:00,,11820394398,1,Non-Brd,2006-06-01 00:00:00,Historic (2006),Historic (2013),15377708711,PAN AFRICAN RESOURCES PLC (White Knight Investments PLC prior to 09/2004),Private,2,CFO,2011-12-14 00:00:00,South Africa,Various Positions,South Africa,ED,FTSE AIM,Yvonne (Busi) Bongekile Sitole,2005-05-01 00:00:00,UK - Company Network - 7,UK,Director,Company Network,7,
Absa Capital Ltd (Formerly known as Absa Corporate & Merchant Bank),Mining,,91200510306,Quoted,2011-12-14 00:00:00,,11820394398,1,Non-Brd,2006-06-01 00:00:00,Historic (2006),Historic (2013),15377708711,PAN AFRICAN RESOURCES PLC (White Knight Investments PLC prior to 09/2004),Private,1,Finance Executive,2011-04-01 00:00:00,South Africa,Various Positions,South Africa,Non-Brd,FTSE AIM,Yvonne (Busi) Bongekile Sitole,2005-05-01 00:00:00,UK - Company Network - 7,UK,Director,Company Network,7,
30% Club,Speciality & Other Finance,,3553510904,Quoted,1995-05-01 00:00:00,,846712562,10,Other,Current,Current,Historic (2000),176043510645,SCHRODERS PLC,Clubs,10,Group CEO,1984-12-01 00:00:00,United Kingdom - England,Member,United Kingdom - England,ED,FTSE 100,Sir Winfried (Win) Franz Bischoff,2011-03-01 00:00:00,UK - Company Network - 8,UK,Director,Company Network,8,
30% Club,Speciality & Other Finance,,3553510904,Quoted,1984-12-01 00:00:00,,846712562,10,Other,Current,Current,Historic (2000),176043510645,SCHRODERS PLC,Clubs,19,Various Positions,1966-01-01 00:00:00,United Kingdom - England,Member,United Kingdom - England,Non-Brd,FTSE 100,Sir Winfried (Win) Franz Bischoff,2011-03-01 00:00:00,UK - Company Network - 8,UK,Director,Company Network,8,
30% Club,Speciality & Other Finance,,3553510904,Quoted,2000-04-30 00:00:00,,846712562,10,Other,Current,Current,Historic (2000),176043510645,SCHRODERS PLC,Clubs,5,Chairman (Executive),1995-05-01 00:00:00,United Kingdom - England,Member,United Kingdom - England,ED,FTSE 100,Sir Winfried (Win) Franz Bischoff,2011-03-01 00:00:00,UK - Company Network - 8,UK,Director,Company Network,8,
300 Club (The),Speciality & Other Finance,,3553510904,Quoted,2005-07-05 00:00:00,,3619177186,8,Other,Current,Current,Historic (2014),199806212426,SCHRODERS PLC,Clubs,< 1 Year,Various Positions,2005,United Kingdom - England,Member,United Kingdom - England,Non-Brd,FTSE 100,Alan John Brown,2013-01-01 00:00:00,UK - Company Network - 8,UK,Director,Company Network,8,
300 Club (The),Speciality & Other Finance,,3553510904,Quoted,2012-05-03 00:00:00,,3619177186,8,Other,Current,Current,Historic (2014),199806212426,SCHRODERS PLC,Clubs,5,Chief Investment Officer,2007-04-24 00:00:00,United Kingdom - England,Member,United Kingdom - England,ED,FTSE 100,Alan John Brown,2013-01-01 00:00:00,UK - Company Network - 8,UK,Director,Company Network,8,
2Wire Inc,Construction & Building Materials,,400794309,Quoted,2008-01-08 00:00:00,,2445775679,,NED,,Historic,Historic (2008),49838310205,TRAVIS PERKINS PLC,Private,2,Independent NED,2006-04-24 00:00:00,United States,Director -SD,United Kingdom - England,NED,FTSE 250,Lord ((Steve) Stephen Andrew) Carter,,UK - Company Network - 9,UK,Director,Company Network,9,
30% Club,Construction & Building Materials,,400794309,Quoted,2008-01-08 00:00:00,,2445775679,2,Other,Current,Current,Historic (2008),176043510645,TRAVIS PERKINS PLC,Clubs,2,Independent NED,2006-04-24 00:00:00,United Kingdom - England,Member,United Kingdom - England,NED,FTSE 250,Lord ((Steve) Stephen Andrew) Carter,2019-08-01 00:00:00,UK - Company Network - 9,UK,Director,Company Network,9,
30% Club,Construction & Building Materials,,400794309,Quoted,2017-11-07 00:00:00,,196607716,2,Other,Current,Current,Historic (2021),176043510645,TRAVIS PERKINS PLC,Clubs,< 1 Year,Chairman Designate (Independent NED),2017-09-01 00:00:00,United Kingdom - England,Member,United Kingdom - England,NED,FTSE 250,Stuart John Chambers,2019-08-01 00:00:00,UK - Company Network - 9,UK,Director,Company Network,9,
30% Club,Construction & Building Materials,,400794309,Quoted,2021-03-31 00:00:00,,196607716,2,Other,Current,Current,Historic (2021),176043510645,TRAVIS PERKINS PLC,Clubs,3,Chairman (Independent NED),2017-11-07 00:00:00,United Kingdom - England,Member,United Kingdom - England,NED,FTSE 250,Stuart John Chambers,2019-08-01 00:00:00,UK - Company Network - 9,UK,Director,Company Network,9,
3I GROUP PLC,Construction & Building Materials,Private Equity,400794309,Quoted,Current,FTSE 100,178405941,2,NED,Current,Current,Current,11523753,TRAVIS PERKINS PLC,Quoted,6,Independent NED,2015-02-01 00:00:00,United Kingdom - England,Independent NED,United Kingdom - England,NED,FTSE 250,Coline Lucille McConville,2018-11-01 00:00:00,UK - Company Network - 9,UK,Director,Company Network,9,
